measure,interval_start,interval_end,ratio,numerator,denominator,practice,month
pf_prescribing_rate_insectbite,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_prescribing_rate_otitismedia,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_prescribing_rate_sorethroat,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_prescribing_rate_shingles,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_prescribing_rate_impetigo,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_nitrofurantoin_rate_uti,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_trimethoprim_rate_uti,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_phenoxymethylpenicillin_rate_sinusitis,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_doxycycline_rate_sinusitis,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_flucloxacillin_rate_insectbite,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_clarithromycin_rate_insectbite,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_amoxicillin_rate_otitismedia,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_clarithromycin_rate_otitismedia,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_phenoxymethylpenicillin_rate_sorethroat,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_clarithromycin_rate_sorethroat,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_aciclovir_rate_shingles,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_valaciclovir_rate_shingles,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_fusidic_acid_rate_impetigo,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
pf_flucloxacillin_rate_impetigo,2022-03-01,2022-03-31,0.0,0,1,108,2022-03-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,2,986,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,841,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.5,1,2,740,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,2,740,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,751,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,547,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,295,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,2,411,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.5,1,2,897,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.5,1,2,897,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,2,897,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,3,524,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,3,524,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.3333333333333333,1,3,524,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,3,524,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,3,524,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,3,524,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,3,524,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,3,524,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,3,524,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,3,524,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,3,524,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,3,524,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,3,524,2022-02-01
