measure,interval_start,interval_end,ratio,numerator,denominator,practice,month
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,881,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,617,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,617,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,725,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,725,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,544,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,544,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,56,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,56,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,436,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,436,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,454,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,454,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,603,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,603,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,347,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,347,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,744,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,744,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,106,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,106,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,214,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,214,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,606,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,606,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,843,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,843,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,782,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,782,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,990,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,990,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,941,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,941,2022-07-01
pf_medication_uti,2022-07-01,2022-07-31,0.0,0,1,754,2022-07-01
gp_medication_uti,2022-07-01,2022-07-31,0.0,0,1,754,2022-07-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,764,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,764,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,2,507,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,2,507,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,718,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,718,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,206,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,206,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,881,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,881,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,617,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,617,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,725,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,725,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,544,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,544,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,56,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,56,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,436,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,436,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,454,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,454,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,603,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,603,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,347,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,347,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,744,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,744,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,106,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,106,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,214,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,214,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,606,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,606,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,843,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,843,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,782,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,782,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,990,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,990,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,941,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,941,2022-08-01
pf_medication_uti,2022-08-01,2022-08-31,0.0,0,1,754,2022-08-01
gp_medication_uti,2022-08-01,2022-08-31,0.0,0,1,754,2022-08-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,764,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,764,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,2,507,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,2,507,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,718,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,718,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,206,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,206,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,881,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,881,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,617,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,617,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,725,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,725,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,544,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,544,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,56,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,56,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,436,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,436,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,454,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,454,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,603,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,603,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,347,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,347,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,744,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,744,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,106,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,106,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,214,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,214,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,606,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,606,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,843,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,843,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,782,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,782,2022-09-01
pf_medication_uti,2022-09-01,2022-09-30,0.0,0,1,990,2022-09-01
gp_medication_uti,2022-09-01,2022-09-30,0.0,0,1,990,2022-09-01
