code,term
59443003,Nonvenomous insect bite of thigh with infection
60298004,Nonvenomous insect bite of forearm with infection
606621000000108,"Insect bite, nonvenomous, of foot and toe, infected, NOS"
60807005,Nonvenomous insect bite of lip with infection
609337004,Infected insect bite by site
622241000000109,"Insect bite, nonvenomous, infected, NOS"
635581000000107,"Insect bite, nonvenomous, of head, infected, NOS"
635651000000102,"Insect bite, nonvenomous, of lower arm, infected, NOS"
653721000000104,"Insect bite, nonvenomous, of trunk, infected, NOS"
673241000000103,"Insect bite, nonvenomous, of lower limb, infected, NOS"
676271000000103,"Insect bite, nonvenomous, of shoulder and upper arm, infected, NOS"
67862004,Nonvenomous insect bite of elbow with infection
67974004,Nonvenomous insect bite of nose with infection
70294003,Nonvenomous insect bite of scalp with infection
76584003,Nonvenomous insect bite of hip with infection
77874001,Nonvenomous insect bite of shoulder with infection
789229008,Infected wound of eyelid due to nonvenomous insect bite
789230003,Infected wound of bilateral eyelids due to nonvenomous insect bite
801006,Nonvenomous insect bite of foot with infection
81769002,Nonvenomous insect bite of testis with infection
83587009,Nonvenomous insect bite of cheek with infection
84070009,Nonvenomous insect bite of axilla with infection
91060006,Nonvenomous insect bite of wrist with infection
